Date,timeFrame,gridePoints,Humidity (%),roomHeight (cm),roomWidth(cm),roomLength(cm),num_students,windowsOpen,fansWorking,temperature (oC)
6/3/2026,MORNING,A1,70,379,760,1516,27,15,0,31.4
6/3/2026,MORNING,A2,71,379,760,1516,27,15,0,31.4
6/3/2026,MORNING,A3,71,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,A4,71,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,B1,71,379,760,1516,27,15,0,31.4
6/3/2026,MORNING,B2,71,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,B3,71,379,760,1516,27,15,0,31
6/3/2026,MORNING,B4,72,379,760,1516,27,15,0,31
6/3/2026,MORNING,C1,72,379,760,1516,27,15,0,31
6/3/2026,MORNING,C2,71,379,760,1516,27,15,0,31
6/3/2026,MORNING,C3,71,379,760,1516,27,15,0,31
6/3/2026,MORNING,C4,71,379,760,1516,27,15,0,31
6/3/2026,MORNING,D1,72,379,760,1516,27,15,0,31
6/3/2026,MORNING,D2,71,379,760,1516,27,15,0,31
6/3/2026,MORNING,D3,70,379,760,1516,27,15,0,31.4
6/3/2026,MORNING,D4,71,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,E1,71,379,760,1516,27,15,0,31
6/3/2026,MORNING,E2,70,379,760,1516,27,15,0,31.4
6/3/2026,MORNING,E3,71,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,E4,70,379,760,1516,27,15,0,31.4
6/3/2026,MORNING,F1,70,379,760,1516,27,15,0,31.4
6/3/2026,MORNING,F2,71,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,F3,70,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,F4,69,379,760,1516,27,15,0,31
6/3/2026,MORNING,G1,69,379,760,1516,27,15,0,31.2
6/3/2026,MORNING,G2,69,379,760,1516,27,15,0,31.2
6/3/2026,MORNING,G3,69,379,760,1516,27,15,0,31.2
6/3/2026,MORNING,G4,69,379,760,1516,27,15,0,31.2
6/3/2026,MORNING,H1,69,379,760,1516,27,15,0,31.2
6/3/2026,MORNING,H2,69,379,760,1516,27,15,0,31.2
6/3/2026,MORNING,H3,69,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,H4,70,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,I1,70,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,I2,69,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,I3,71,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,I4,70,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,J1,68,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,J2,68,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,J3,67,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,J4,69,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,K1,67,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,K2,69,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,K3,70,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,K4,69,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,L1,69,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,L2,70,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,L3,69,379,760,1516,27,15,0,31.6
6/3/2026,MORNING,L4,69,379,760,1516,27,15,0,31.6
6/3/2026,AFTERNOON,A1,53,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,A2,53,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,A3,54,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,A4,56,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,B1,53,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,B2,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,B3,55,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,B4,53,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,C1,52,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,C2,50,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,C3,53,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,C4,53,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,D1,54,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,D2,56,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,D3,54,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,D4,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,E1,54,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,E2,56,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,E3,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,E4,52,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,F1,50,379,760,1516,38,18,0,40.4
6/3/2026,AFTERNOON,F2,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,F3,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,F4,54,379,760,1516,38,18,0,40
6/3/2026,AFTERNOON,G1,56,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,G2,55,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,G3,56,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,G4,48,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,H1,56,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,H2,53,379,760,1516,38,18,0,40.2
6/3/2026,AFTERNOON,H3,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,H4,51,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I1,55,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I2,56,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I3,54,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,I4,52,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J1,54,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J2,49,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J3,49,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,J4,54,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,K1,48,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,K2,52,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,K3,51,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,K4,50,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,L1,48,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,L2,53,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,L3,48,379,760,1516,38,18,0,40.6
6/3/2026,AFTERNOON,L4,49,379,760,1516,38,18,0,40.6
6/3/2026,EVENING,A1,62,379,760,1516,19,7,7,27.4
6/3/2026,EVENING,A2,63,379,760,1516,19,7,7,27.4
6/3/2026,EVENING,A3,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,A4,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,B1,63,379,760,1516,19,7,7,27.4
6/3/2026,EVENING,B2,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,B3,63,379,760,1516,19,7,7,27
6/3/2026,EVENING,B4,64,379,760,1516,19,7,7,27
6/3/2026,EVENING,C1,64,379,760,1516,19,7,7,27
6/3/2026,EVENING,C2,63,379,760,1516,19,7,7,27
6/3/2026,EVENING,C3,63,379,760,1516,19,7,7,27
6/3/2026,EVENING,C4,63,379,760,1516,19,7,7,27
6/3/2026,EVENING,D1,64,379,760,1516,19,7,7,27
6/3/2026,EVENING,D2,65,379,760,1516,19,7,7,27
6/3/2026,EVENING,D3,67,379,760,1516,19,7,7,27.4
6/3/2026,EVENING,D4,66,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,E1,65,379,760,1516,19,7,7,27
6/3/2026,EVENING,E2,64,379,760,1516,19,7,7,27.4
6/3/2026,EVENING,E3,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,E4,63,379,760,1516,19,7,7,27.4
6/3/2026,EVENING,F1,63,379,760,1516,19,7,7,27.4
6/3/2026,EVENING,F2,64,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,F3,65,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,F4,67,379,760,1516,19,7,7,27
6/3/2026,EVENING,G1,66,379,760,1516,19,7,7,27.2
6/3/2026,EVENING,G2,65,379,760,1516,19,7,7,27.2
6/3/2026,EVENING,G3,59,379,760,1516,19,7,7,27.2
6/3/2026,EVENING,G4,59,379,760,1516,19,7,7,27.2
6/3/2026,EVENING,H1,59,379,760,1516,19,7,7,27.2
6/3/2026,EVENING,H2,59,379,760,1516,19,7,7,27.2
6/3/2026,EVENING,H3,59,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,H4,64,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,I1,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,I2,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,I3,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,I4,64,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,J1,65,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,J2,67,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,J3,66,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,J4,65,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,K1,59,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,K2,59,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,K3,59,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,K4,64,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,L1,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,L2,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,L3,63,379,760,1516,19,7,7,27.6
6/3/2026,EVENING,L4,64,379,760,1516,19,7,7,27.6
7/3/2026,MORNING,A1,71.08,379,760,1516,3,29,7,29
7/3/2026,MORNING,A2,72.08,379,760,1516,3,29,7,29
7/3/2026,MORNING,A3,72.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,A4,72.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,B1,72.08,379,760,1516,3,29,7,29
7/3/2026,MORNING,B2,72.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,B3,72.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,B4,73.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,C1,73.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,C2,72.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,C3,72.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,C4,72.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,D1,73.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,D2,72.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,D3,71.08,379,760,1516,3,29,7,29
7/3/2026,MORNING,D4,72.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,E1,72.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,E2,71.08,379,760,1516,3,29,7,29
7/3/2026,MORNING,E3,72.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,E4,71.08,379,760,1516,3,29,7,29
7/3/2026,MORNING,F1,71.08,379,760,1516,3,29,7,29
7/3/2026,MORNING,F2,72.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,F3,71.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,F4,70.08,379,760,1516,3,29,7,28.6
7/3/2026,MORNING,G1,70.08,379,760,1516,3,29,7,28.8
7/3/2026,MORNING,G2,70.08,379,760,1516,3,29,7,28.8
7/3/2026,MORNING,G3,70.08,379,760,1516,3,29,7,28.8
7/3/2026,MORNING,G4,70.08,379,760,1516,3,29,7,28.8
7/3/2026,MORNING,H1,70.08,379,760,1516,3,29,7,28.8
7/3/2026,MORNING,H2,70.08,379,760,1516,3,29,7,28.8
7/3/2026,MORNING,H3,70.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,H4,71.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,I1,71.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,I2,70.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,I3,72.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,I4,71.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,J1,69.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,J2,69.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,J3,68.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,J4,70.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,K1,68.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,K2,70.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,K3,71.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,K4,70.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,L1,70.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,L2,71.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,L3,70.08,379,760,1516,3,29,7,29.2
7/3/2026,MORNING,L4,70.08,379,760,1516,3,29,7,29.2
7/3/2026,AFTERNOON,A1,55.08,379,760,1516,3,22,7,40
7/3/2026,AFTERNOON,A2,56.08,379,760,1516,3,22,7,40
7/3/2026,AFTERNOON,A3,56.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,A4,56.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,B1,56.08,379,760,1516,3,22,7,40
7/3/2026,AFTERNOON,B2,56.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,B3,56.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,B4,57.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,C1,57.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,C2,56.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,C3,56.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,C4,56.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,D1,57.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,D2,56.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,D3,55.08,379,760,1516,3,22,7,40
7/3/2026,AFTERNOON,D4,56.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,E1,56.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,E2,55.08,379,760,1516,3,22,7,40
7/3/2026,AFTERNOON,E3,56.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,E4,55.08,379,760,1516,3,22,7,40
7/3/2026,AFTERNOON,F1,55.08,379,760,1516,3,22,7,40
7/3/2026,AFTERNOON,F2,56.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,F3,55.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,F4,54.08,379,760,1516,3,22,7,39.6
7/3/2026,AFTERNOON,G1,54.08,379,760,1516,3,22,7,39.8
7/3/2026,AFTERNOON,G2,54.08,379,760,1516,3,22,7,39.8
7/3/2026,AFTERNOON,G3,54.08,379,760,1516,3,22,7,39.8
7/3/2026,AFTERNOON,G4,54.08,379,760,1516,3,22,7,39.8
7/3/2026,AFTERNOON,H1,54.08,379,760,1516,3,22,7,39.8
7/3/2026,AFTERNOON,H2,54.08,379,760,1516,3,22,7,39.8
7/3/2026,AFTERNOON,H3,54.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,H4,55.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,I1,55.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,I2,54.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,I3,56.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,I4,55.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,J1,53.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,J2,53.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,J3,52.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,J4,54.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,K1,52.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,K2,54.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,K3,55.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,K4,54.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,L1,54.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,L2,55.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,L3,54.08,379,760,1516,3,22,7,40.2
7/3/2026,AFTERNOON,L4,54.08,379,760,1516,3,22,7,40.2
7/3/2026,EVENING,A1,66.08,379,760,1516,0,10,7,31
7/3/2026,EVENING,A2,67.08,379,760,1516,0,10,7,31
7/3/2026,EVENING,A3,67.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,A4,67.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,B1,67.08,379,760,1516,0,10,7,31
7/3/2026,EVENING,B2,67.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,B3,67.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,B4,68.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,C1,68.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,C2,67.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,C3,67.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,C4,67.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,D1,68.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,D2,67.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,D3,66.08,379,760,1516,0,10,7,31
7/3/2026,EVENING,D4,67.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,E1,67.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,E2,66.08,379,760,1516,0,10,7,31
7/3/2026,EVENING,E3,67.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,E4,66.08,379,760,1516,0,10,7,31
7/3/2026,EVENING,F1,66.08,379,760,1516,0,10,7,31
7/3/2026,EVENING,F2,67.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,F3,66.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,F4,65.08,379,760,1516,0,10,7,30.6
7/3/2026,EVENING,G1,65.08,379,760,1516,0,10,7,30.8
7/3/2026,EVENING,G2,65.08,379,760,1516,0,10,7,30.8
7/3/2026,EVENING,G3,65.08,379,760,1516,0,10,7,30.8
7/3/2026,EVENING,G4,65.08,379,760,1516,0,10,7,30.8
7/3/2026,EVENING,H1,65.08,379,760,1516,0,10,7,30.8
7/3/2026,EVENING,H2,65.08,379,760,1516,0,10,7,30.8
7/3/2026,EVENING,H3,65.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,H4,66.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,I1,66.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,I2,65.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,I3,67.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,I4,66.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,J1,64.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,J2,64.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,J3,63.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,J4,65.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,K1,63.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,K2,65.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,K3,66.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,K4,65.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,L1,65.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,L2,66.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,L3,65.08,379,760,1516,0,10,7,31.2
7/3/2026,EVENING,L4,65.08,379,760,1516,0,10,7,31.2
8/3/2026,MORNING,A1,73.08,379,760,1516,2,9,7,28
8/3/2026,MORNING,A2,74.08,379,760,1516,2,9,7,28
8/3/2026,MORNING,A3,74.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,A4,74.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,B1,74.08,379,760,1516,2,9,7,28
8/3/2026,MORNING,B2,74.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,B3,74.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,B4,75.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,C1,75.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,C2,74.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,C3,74.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,C4,74.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,D1,75.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,D2,74.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,D3,73.08,379,760,1516,2,9,7,28
8/3/2026,MORNING,D4,74.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,E1,74.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,E2,73.08,379,760,1516,2,9,7,28
8/3/2026,MORNING,E3,74.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,E4,73.08,379,760,1516,2,9,7,28
8/3/2026,MORNING,F1,73.08,379,760,1516,2,9,7,28
8/3/2026,MORNING,F2,74.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,F3,73.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,F4,72.08,379,760,1516,2,9,7,27.6
8/3/2026,MORNING,G1,72.08,379,760,1516,2,9,7,27.8
8/3/2026,MORNING,G2,72.08,379,760,1516,2,9,7,27.8
8/3/2026,MORNING,G3,72.08,379,760,1516,2,9,7,27.8
8/3/2026,MORNING,G4,72.08,379,760,1516,2,9,7,27.8
8/3/2026,MORNING,H1,72.08,379,760,1516,2,9,7,27.8
8/3/2026,MORNING,H2,72.08,379,760,1516,2,9,7,27.8
8/3/2026,MORNING,H3,72.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,H4,73.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,I1,73.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,I2,72.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,I3,74.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,I4,73.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,J1,71.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,J2,71.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,J3,70.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,J4,72.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,K1,70.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,K2,72.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,K3,73.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,K4,72.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,L1,72.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,L2,73.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,L3,72.08,379,760,1516,2,9,7,28.2
8/3/2026,MORNING,L4,72.08,379,760,1516,2,9,7,28.2
8/3/2026,AFTERNOON,A1,56.08,379,760,1516,2,3,7,39
8/3/2026,AFTERNOON,A2,57.08,379,760,1516,2,3,7,39
8/3/2026,AFTERNOON,A3,57.08,379,760,1516,2,3,7,39.2
8/3/2026,AFTERNOON,A4,57.08,379,760,1516,2,3,7,39.2
8/3/2026,AFTERNOON,B1,57.08,379,760,1516,2,3,7,39
8/3/2026,AFTERNOON,B2,57.08,379,760,1516,2,3,7,39.2
8/3/2026,AFTERNOON,B3,57.08,379,760,1516,2,3,7,38.6
8/3/2026,AFTERNOON,B4,58.08,379,760,1516,2,3,7,38.6
8/3/2026,AFTERNOON,C1,58.08,379,760,1516,2,3,7,38.6
